Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_1365,i,60006.065924,28.880, 0.044,1m005,lsc
NGC_1365,i,60006.786272,26.955, 0.099,1m010,cpt
NGC_1365,i,60006.786921,28.995, 0.315,1m010,cpt
NGC_1365,i,60008.046764,28.650, 0.043,1m005,lsc
NGC_1365,i,60008.047413,28.856, 0.043,1m005,lsc
NGC_1365,i,60009.069091,28.808, 0.045,1m005,lsc
NGC_1365,i,60009.069740,28.831, 0.045,1m005,lsc
NGC_1365,i,60010.035709,28.658, 0.045,1m004,lsc
NGC_1365,i,60010.036358,28.822, 0.045,1m004,lsc
NGC_1365,i,60011.408154,28.743, 0.047,1m011,coj
NGC_1365,i,60011.408827,28.726, 0.047,1m011,coj
NGC_1365,i,60012.451062,28.702, 0.047,1m011,coj
NGC_1365,i,60012.451734,28.822, 0.048,1m011,coj
NGC_1365,i,60012.779698,29.099, 0.041,1m013,cpt
NGC_1365,i,60012.780347,28.863, 0.041,1m013,cpt
NGC_1365,i,60015.397888,29.090, 0.050,1m003,coj
NGC_1365,i,60015.398572,28.843, 0.048,1m003,coj
NGC_1365,i,60016.802147,28.941, 0.045,1m012,cpt
NGC_1365,i,60016.802888,29.016, 0.045,1m012,cpt
NGC_1365,i,60018.412967,28.984, 0.046,1m011,coj
NGC_1365,i,60018.413628,28.865, 0.046,1m011,coj
NGC_1365,i,60019.416045,28.972, 0.046,1m011,coj
NGC_1365,i,60019.416706,29.061, 0.047,1m011,coj
NGC_1365,i,60020.780225,29.166, 0.041,1m010,cpt
NGC_1365,i,60020.781018,29.233, 0.041,1m010,cpt
NGC_1365,i,60021.775080,29.128, 0.075,1m010,cpt
NGC_1365,i,60021.775856,27.802, 0.062,1m010,cpt
NGC_1365,i,60024.771037,29.597, 0.046,1m012,cpt
NGC_1365,i,60024.771687,29.636, 0.046,1m012,cpt
NGC_1365,i,60027.012956,29.821, 0.045,1m005,lsc
NGC_1365,i,60027.013617,29.809, 0.045,1m005,lsc
NGC_1365,i,60028.019629,29.490, 0.047,1m004,lsc
NGC_1365,i,60028.020279,31.789, 0.053,1m004,lsc
NGC_1365,i,60029.013809,42.521, 0.062,1m009,lsc
NGC_1365,i,60029.014458,41.665, 0.061,1m009,lsc
NGC_1365,i,60030.020457,29.795, 0.046,1m004,lsc
NGC_1365,i,60030.021107,28.751, 0.046,1m004,lsc
NGC_1365,i,60030.994493,29.116, 0.049,1m004,lsc
NGC_1365,i,60030.995143,27.122, 0.047,1m004,lsc
NGC_1365,i,60032.013006,29.227, 0.044,1m005,lsc
NGC_1365,i,60032.013655,29.250, 0.044,1m005,lsc
NGC_1365,i,60033.009474,29.032, 0.043,1m004,lsc
NGC_1365,i,60033.010123,29.020, 0.043,1m004,lsc
NGC_1365,i,60033.991981,28.809, 0.047,1m005,lsc
NGC_1365,i,60033.992631,28.837, 0.047,1m005,lsc
NGC_1365,i,60035.005827,28.888, 0.044,1m004,lsc
NGC_1365,i,60035.006476,28.664, 0.043,1m004,lsc
NGC_1365,i,60036.002851,28.331, 0.043,1m009,lsc
NGC_1365,i,60036.003501,28.265, 0.043,1m009,lsc
NGC_1365,i,60037.991281,28.675, 0.078,1m004,lsc
NGC_1365,i,60037.991930,28.827, 0.083,1m004,lsc
NGC_1365,i,60039.376946,28.675, 0.051,1m011,coj
NGC_1365,i,60039.377607,28.723, 0.050,1m011,coj
NGC_1365,i,60040.381218,26.837, 0.051,1m003,coj
NGC_1365,i,60040.381872,26.699, 0.050,1m003,coj
NGC_1365,i,60040.732496,28.698, 0.052,1m012,cpt
NGC_1365,i,60040.733135,28.614, 0.051,1m012,cpt
NGC_1365,i,60112.816392,27.596, 0.049,1m011,coj
NGC_1365,i,60112.817053,28.966, 0.049,1m011,coj
NGC_1365,i,60121.431233,28.813, 0.042,1m005,lsc
NGC_1365,i,60121.431883,28.883, 0.042,1m005,lsc
NGC_1365,z,59798.118423,43.783, 0.089,1m010,cpt
NGC_1365,z,59798.119420,43.822, 0.089,1m010,cpt
NGC_1365,z,59803.026034,44.170, 0.117,1m010,cpt
NGC_1365,z,59803.027019,44.781, 0.116,1m010,cpt
NGC_1365,z,59807.383464,59.519, 0.096,1m009,lsc
NGC_1365,z,59807.384449,58.377, 0.094,1m009,lsc
NGC_1365,z,59813.123758,44.026, 0.086,1m010,cpt
NGC_1365,z,59813.124756,44.735, 0.088,1m010,cpt
NGC_1365,z,59817.770527,41.412, 0.068,1m003,coj
NGC_1365,z,59817.771528,42.719, 0.070,1m003,coj
NGC_1365,z,59824.037631,43.933, 0.113,1m012,cpt
NGC_1365,z,59824.038628,44.418, 0.114,1m012,cpt
NGC_1365,z,59828.206600,43.043, 0.066,1m004,lsc
NGC_1365,z,59828.207598,43.446, 0.066,1m004,lsc
NGC_1365,z,59828.714604,44.270, 0.075,1m003,coj
NGC_1365,z,59828.715601,43.936, 0.074,1m003,coj
NGC_1365,z,59829.948727,43.406, 0.101,1m010,cpt
NGC_1365,z,59829.949726,42.925, 0.099,1m010,cpt
NGC_1365,z,59830.951447,44.765, 0.106,1m010,cpt
NGC_1365,z,59830.952444,45.113, 0.106,1m010,cpt
NGC_1365,z,59831.996783,44.052, 0.104,1m010,cpt
NGC_1365,z,59831.997792,44.552, 0.105,1m010,cpt
NGC_1365,z,59832.939110,44.957, 0.115,1m010,cpt
NGC_1365,z,59832.940107,42.696, 0.115,1m010,cpt
NGC_1365,z,59834.182709,42.448, 0.104,1m001,tfn
NGC_1365,z,59834.183718,42.495, 0.102,1m001,tfn
NGC_1365,z,59834.998611,44.239, 0.097,1m010,cpt
NGC_1365,z,59834.999609,43.920, 0.097,1m010,cpt
NGC_1365,z,59835.968879,43.916, 0.114,1m012,cpt
NGC_1365,z,59835.969875,44.122, 0.115,1m012,cpt
NGC_1365,z,59837.010784,42.471, 0.094,1m013,cpt
NGC_1365,z,59837.011781,43.115, 0.091,1m013,cpt
NGC_1365,z,59838.052303,43.093, 0.108,1m012,cpt
NGC_1365,z,59838.053299,42.812, 0.108,1m012,cpt
NGC_1365,z,59839.094169,42.928, 0.087,1m013,cpt
NGC_1365,z,59839.095154,42.661, 0.087,1m013,cpt
NGC_1365,z,59841.181238,42.597, 0.067,1m009,lsc
NGC_1365,z,59841.182246,40.373, 0.065,1m009,lsc
NGC_1365,z,59842.912025,43.310, 0.085,1m013,cpt
NGC_1365,z,59842.913022,43.084, 0.085,1m013,cpt
NGC_1365,z,59843.289220,43.084, 0.065,1m009,lsc
NGC_1365,z,59843.290217,43.168, 0.065,1m009,lsc
NGC_1365,z,59844.301251,44.057, 0.066,1m005,lsc
NGC_1365,z,59844.302248,43.978, 0.065,1m005,lsc
NGC_1365,z,59845.341139,43.058, 0.065,1m009,lsc
NGC_1365,z,59845.342124,43.453, 0.066,1m009,lsc
NGC_1365,z,59846.357756,39.901, 0.064,1m004,lsc
NGC_1365,z,59846.358764,40.320, 0.065,1m004,lsc
NGC_1365,z,59848.167135,44.521, 0.069,1m005,lsc
NGC_1365,z,59848.168120,42.039, 0.067,1m005,lsc
NGC_1365,z,59848.910971,43.338, 0.087,1m013,cpt
NGC_1365,z,59848.911980,43.348, 0.087,1m013,cpt
NGC_1365,z,59850.889986,41.057, 0.100,1m013,cpt
NGC_1365,z,59850.890971,40.776, 0.089,1m013,cpt
NGC_1365,z,59852.174687,44.504, 0.161,1m001,tfn
NGC_1365,z,59852.175697,43.590, 0.162,1m001,tfn
NGC_1365,z,59852.884628,44.038, 0.087,1m013,cpt
NGC_1365,z,59852.885625,44.077, 0.087,1m013,cpt
NGC_1365,z,59853.881878,44.647, 0.089,1m013,cpt
NGC_1365,z,59853.882875,44.152, 0.088,1m013,cpt
NGC_1365,z,59854.692254,44.884, 0.069,1m011,coj
NGC_1365,z,59854.693251,44.354, 0.068,1m011,coj
NGC_1365,z,59855.739583,44.107, 0.071,1m003,coj
NGC_1365,z,59855.740592,45.054, 0.072,1m003,coj
NGC_1365,z,59856.873550,41.701, 0.115,1m012,cpt
NGC_1365,z,59856.874549,41.763, 0.114,1m012,cpt
NGC_1365,z,59857.892920,42.707, 0.091,1m010,cpt
NGC_1365,z,59857.893916,42.355, 0.090,1m010,cpt
NGC_1365,z,59858.983825,43.789, 0.507,1m012,cpt
NGC_1365,z,59858.984822,42.268, 0.242,1m012,cpt
NGC_1365,z,59859.888907,41.441, 0.112,1m010,cpt
NGC_1365,z,59859.889892,41.979, 0.114,1m010,cpt
NGC_1365,z,59860.939623,40.574, 0.098,1m013,cpt
NGC_1365,z,59863.103757,42.469, 0.092,1m014,tfn
NGC_1365,z,59863.104754,41.536, 0.090,1m014,tfn
NGC_1365,z,59864.100905,41.657, 0.095,1m014,tfn
NGC_1365,z,59864.101914,40.692, 0.091,1m014,tfn
NGC_1365,z,59865.201442,42.038, 0.066,1m005,lsc
NGC_1365,z,59865.202451,42.580, 0.067,1m005,lsc
NGC_1365,z,59866.661701,41.855, 0.066,1m011,coj
NGC_1365,z,59866.662687,41.648, 0.066,1m011,coj
NGC_1365,z,59867.653575,41.783, 0.073,1m011,coj
NGC_1365,z,59867.654583,42.961, 0.077,1m011,coj
NGC_1365,z,59868.280093,42.200, 0.063,1m005,lsc
NGC_1365,z,59868.281101,42.853, 0.064,1m005,lsc
NGC_1365,z,59869.314858,40.631, 0.063,1m005,lsc
NGC_1365,z,59869.315866,42.764, 0.065,1m005,lsc
NGC_1365,z,59871.129532,42.822, 0.066,1m005,lsc
NGC_1365,z,59871.130541,42.874, 0.066,1m005,lsc
NGC_1365,z,59872.099798,41.358, 0.088,1m013,cpt
NGC_1365,z,59872.100795,42.036, 0.089,1m013,cpt
NGC_1365,z,59873.266920,42.268, 0.064,1m005,lsc
NGC_1365,z,59873.267930,42.231, 0.064,1m005,lsc
NGC_1365,z,59873.926683,41.569, 0.110,1m012,cpt
NGC_1365,z,59873.927692,42.295, 0.112,1m012,cpt
NGC_1365,z,59875.115744,41.861, 0.092,1m014,tfn
NGC_1365,z,59875.116741,41.703, 0.077,1m014,tfn
NGC_1365,z,59876.056923,42.059, 0.113,1m012,cpt
NGC_1365,z,59876.057920,42.914, 0.116,1m012,cpt
NGC_1365,z,59877.048639,42.226, 0.244,1m010,cpt
NGC_1365,z,59877.049636,40.006, 0.625,1m010,cpt
NGC_1365,z,59879.035835,42.284, 0.086,1m013,cpt
NGC_1365,z,59879.036832,43.130, 0.088,1m013,cpt
NGC_1365,z,59880.617991,42.703, 0.070,1m011,coj
NGC_1365,z,59880.618988,42.535, 0.069,1m011,coj
NGC_1365,z,59881.455885,42.078, 0.071,1m011,coj
NGC_1365,z,59881.456882,41.452, 0.070,1m011,coj
NGC_1365,z,59885.687801,42.512, 0.068,1m011,coj
NGC_1365,z,59885.688798,42.091, 0.067,1m011,coj
NGC_1365,z,59887.125178,52.682, 0.083,1m009,lsc
NGC_1365,z,59887.126175,56.666, 0.086,1m009,lsc
NGC_1365,z,59888.749975,41.421, 0.078,1m011,coj
NGC_1365,z,59888.750985,41.033, 0.079,1m011,coj
NGC_1365,z,59889.054655,56.621, 0.124,1m009,lsc
NGC_1365,z,59889.055664,73.276, 0.125,1m009,lsc
NGC_1365,z,59890.164067,50.541, 0.078,1m009,lsc
NGC_1365,z,59890.165075,44.452, 0.069,1m009,lsc
NGC_1365,z,59891.140267,65.030, 0.197,1m009,lsc
NGC_1365,z,59891.141275,58.628, 0.184,1m009,lsc
NGC_1365,z,59892.249894,39.286, 0.073,1m004,lsc
NGC_1365,z,59892.250891,39.385, 0.130,1m004,lsc
NGC_1365,z,59893.316139,42.009, 0.110,1m009,lsc
NGC_1365,z,59893.317136,42.505, 0.139,1m009,lsc
NGC_1365,z,59894.330084,52.023, 2.197,1m005,lsc
NGC_1365,z,59894.331069,48.563, 1.216,1m005,lsc
NGC_1365,z,59897.248639,42.900, 0.065,1m009,lsc
NGC_1365,z,59897.249636,45.020, 0.068,1m009,lsc
NGC_1365,z,59897.594630,41.272, 0.066,1m011,coj
NGC_1365,z,59897.595627,42.221, 0.068,1m011,coj
NGC_1365,z,59899.288943,40.941, 0.067,1m004,lsc
NGC_1365,z,59899.289940,40.588, 0.061,1m004,lsc
NGC_1365,z,59899.643469,41.357, 0.067,1m003,coj
NGC_1365,z,59899.644478,41.898, 0.068,1m003,coj
NGC_1365,z,59900.999431,39.134, 0.081,1m014,tfn
NGC_1365,z,59901.000427,39.304, 0.082,1m014,tfn
NGC_1365,z,59902.197303,41.413, 0.061,1m005,lsc
NGC_1365,z,59902.198300,41.585, 0.061,1m005,lsc
NGC_1365,z,59903.333640,43.865, 0.067,1m009,lsc
NGC_1365,z,59903.334649,43.306, 0.066,1m009,lsc
NGC_1365,z,59904.114597,40.348, 0.060,1m004,lsc
NGC_1365,z,59904.115594,40.789, 0.060,1m004,lsc
NGC_1365,z,59905.524181,41.259, 0.336,1m003,coj
NGC_1365,z,59906.652583,40.571, 0.071,1m011,coj
NGC_1365,z,59906.653581,42.658, 0.077,1m011,coj
NGC_1365,z,59907.354418,77.181, 0.141,1m009,lsc
NGC_1365,z,59907.355416,61.941, 0.118,1m009,lsc
NGC_1365,z,59908.340545,39.340, 0.063,1m004,lsc
NGC_1365,z,59908.341553,39.849, 0.064,1m004,lsc
NGC_1365,z,59909.349450,39.622, 0.064,1m004,lsc
NGC_1365,z,59909.350459,40.072, 0.065,1m004,lsc
NGC_1365,z,59910.322617,40.088, 0.062,1m004,lsc
NGC_1365,z,59910.323614,40.618, 0.062,1m004,lsc
NGC_1365,z,59911.475868,41.020, 0.067,1m011,coj
NGC_1365,z,59911.476876,41.766, 0.068,1m011,coj
NGC_1365,z,59912.433974,39.297, 0.067,1m011,coj
NGC_1365,z,59912.434971,39.725, 0.068,1m011,coj
NGC_1365,z,59913.013032,40.807, 0.114,1m012,cpt
NGC_1365,z,59913.013850,40.910, 0.169,1m012,cpt
NGC_1365,z,59914.669575,40.704, 0.074,1m011,coj
NGC_1365,z,59914.670584,39.910, 0.072,1m011,coj
NGC_1365,z,59915.092500,39.013, 0.061,1m004,lsc
NGC_1365,z,59915.093508,39.076, 0.060,1m004,lsc
NGC_1365,z,59916.187457,50.980, 0.079,1m009,lsc
NGC_1365,z,59916.188465,43.494, 0.067,1m009,lsc
NGC_1365,z,59917.833360,40.776, 0.123,1m012,cpt
NGC_1365,z,59917.834345,41.022, 0.124,1m012,cpt
NGC_1365,z,59918.181210,41.007, 0.061,1m004,lsc
NGC_1365,z,59918.182211,40.189, 0.060,1m004,lsc
NGC_1365,z,59920.039428,42.136, 0.103,1m010,cpt
NGC_1365,z,59920.040413,42.043, 0.104,1m010,cpt
NGC_1365,z,59921.177101,42.824, 0.063,1m005,lsc
NGC_1365,z,59921.178112,42.957, 0.063,1m005,lsc
NGC_1365,z,59922.048298,41.414, 0.063,1m005,lsc
NGC_1365,z,59922.049307,41.747, 0.063,1m005,lsc
NGC_1365,z,59922.935769,41.856, 0.093,1m010,cpt
NGC_1365,z,59922.936766,42.472, 0.094,1m010,cpt
NGC_1365,z,59924.166191,41.214, 0.062,1m004,lsc
NGC_1365,z,59924.167201,41.650, 0.063,1m004,lsc
NGC_1365,z,59926.296543,40.133, 0.063,1m004,lsc
NGC_1365,z,59926.297551,39.958, 0.063,1m004,lsc
NGC_1365,z,59927.479951,42.355, 0.067,1m003,coj
NGC_1365,z,59927.480960,42.386, 0.068,1m003,coj
NGC_1365,z,59928.532626,42.212, 0.069,1m011,coj
NGC_1365,z,59928.533634,42.132, 0.068,1m011,coj
NGC_1365,z,59929.545116,40.588, 0.070,1m011,coj
NGC_1365,z,59929.546124,41.775, 0.070,1m011,coj
NGC_1365,z,59930.607816,40.716, 0.069,1m011,coj
NGC_1365,z,59930.608813,41.119, 0.070,1m011,coj
NGC_1365,z,59931.105154,75.513, 0.110,1m009,lsc
NGC_1365,z,59931.106151,68.121, 0.099,1m009,lsc
NGC_1365,z,59931.914838,40.122, 0.083,1m014,tfn
NGC_1365,z,59931.915846,39.754, 0.085,1m014,tfn
NGC_1365,z,59933.098361,43.171, 0.064,1m009,lsc
NGC_1365,z,59933.099357,44.403, 0.066,1m009,lsc
NGC_1365,z,59933.913902,40.468, 0.075,1m014,tfn
NGC_1365,z,59933.914911,40.900, 0.076,1m014,tfn
NGC_1365,z,59934.967272,41.241, 0.090,1m010,cpt
NGC_1365,z,59934.968269,41.175, 0.089,1m010,cpt
NGC_1365,z,59936.116734,41.866, 0.060,1m005,lsc
NGC_1365,z,59936.117731,41.543, 0.060,1m005,lsc
NGC_1365,z,59937.890014,40.914, 0.119,1m012,cpt
NGC_1365,z,59937.891011,41.141, 0.181,1m012,cpt
NGC_1365,z,59938.152564,39.599, 0.059,1m004,lsc
NGC_1365,z,59938.153572,40.202, 0.060,1m004,lsc
NGC_1365,z,59939.940712,40.658, 0.091,1m010,cpt
NGC_1365,z,59939.941708,41.323, 0.092,1m010,cpt
NGC_1365,z,59940.886252,41.261, 0.109,1m012,cpt
NGC_1365,z,59940.887237,41.054, 0.108,1m012,cpt
NGC_1365,z,59941.969002,40.772, 0.115,1m012,cpt
NGC_1365,z,59941.970022,40.275, 0.114,1m012,cpt
NGC_1365,z,59942.893714,41.321, 0.117,1m012,cpt
NGC_1365,z,59942.894699,41.262, 0.117,1m012,cpt
NGC_1365,z,59944.140036,38.879, 0.063,1m009,lsc
NGC_1365,z,59944.141045,38.944, 0.063,1m009,lsc
NGC_1365,z,59944.477353,40.249, 0.069,1m003,coj
NGC_1365,z,59944.478362,41.206, 0.070,1m003,coj
NGC_1365,z,59945.497845,40.995, 0.070,1m003,coj
NGC_1365,z,59945.498854,40.865, 0.070,1m003,coj
NGC_1365,z,59946.904078,40.958, 0.119,1m012,cpt
NGC_1365,z,59946.905064,40.769, 0.119,1m012,cpt
NGC_1365,z,59947.488413,40.616, 0.070,1m011,coj
NGC_1365,z,59947.489410,40.314, 0.070,1m011,coj
NGC_1365,z,59948.516964,41.749, 0.070,1m003,coj
NGC_1365,z,59948.517973,40.564, 0.068,1m003,coj
NGC_1365,z,59950.097236,40.517, 0.065,1m004,lsc
NGC_1365,z,59950.098233,40.270, 0.064,1m004,lsc
NGC_1365,z,59951.106385,41.871, 0.089,1m005,lsc
NGC_1365,z,59951.107393,42.139, 0.091,1m005,lsc
NGC_1365,z,59952.152670,42.067, 0.066,1m005,lsc
NGC_1365,z,59952.153667,42.157, 0.066,1m005,lsc
NGC_1365,z,59952.570652,40.091, 0.333,1m003,coj
NGC_1365,z,59952.571679,37.405, 0.679,1m003,coj
NGC_1365,z,59953.599472,41.023, 0.539,1m003,coj
NGC_1365,z,59954.864400,42.330, 0.094,1m010,cpt
NGC_1365,z,59954.865385,41.955, 0.093,1m010,cpt
NGC_1365,z,59956.159642,69.641, 0.104,1m009,lsc
NGC_1365,z,59956.160651,69.937, 0.105,1m009,lsc
NGC_1365,z,59956.917275,42.243, 0.065,1m010,cpt
NGC_1365,z,59956.918272,42.053, 0.065,1m010,cpt
NGC_1365,z,59958.067137,43.909, 0.064,1m009,lsc
NGC_1365,z,59958.068134,43.260, 0.063,1m009,lsc
NGC_1365,z,59959.195345,43.913, 0.066,1m009,lsc
NGC_1365,z,59959.196342,44.101, 0.066,1m009,lsc
NGC_1365,z,59960.187902,44.312, 0.064,1m005,lsc
NGC_1365,z,59960.188899,43.738, 0.064,1m005,lsc
NGC_1365,z,59961.202100,45.315, 0.070,1m009,lsc
NGC_1365,z,59961.203108,45.620, 0.070,1m009,lsc
NGC_1365,z,59962.174090,42.280, 0.063,1m004,lsc
NGC_1365,z,59962.175098,43.493, 0.065,1m004,lsc
NGC_1365,z,59964.874750,43.332, 0.070,1m012,cpt
NGC_1365,z,59964.875759,44.240, 0.071,1m012,cpt
NGC_1365,z,59965.813869,41.793, 0.058,1m013,cpt
NGC_1365,z,59965.814855,42.848, 0.059,1m013,cpt
NGC_1365,z,59967.067262,41.392, 0.064,1m004,lsc
NGC_1365,z,59967.068271,41.991, 0.065,1m004,lsc
NGC_1365,z,59967.581109,42.296, 0.070,1m003,coj
NGC_1365,z,59967.582107,42.996, 0.071,1m003,coj
NGC_1365,z,59968.827075,41.983, 0.061,1m010,cpt
NGC_1365,z,59968.828072,41.878, 0.061,1m010,cpt
NGC_1365,z,59970.110944,42.489, 0.064,1m004,lsc
NGC_1365,z,59970.111941,42.035, 0.063,1m004,lsc
NGC_1365,z,59970.450307,45.229, 0.507,1m011,coj
NGC_1365,z,59970.451339,37.813, 0.547,1m011,coj
NGC_1365,z,59971.857748,43.046, 0.061,1m013,cpt
NGC_1365,z,59971.858744,43.606, 0.061,1m013,cpt
NGC_1365,z,59973.140005,42.300, 0.066,1m004,lsc
NGC_1365,z,59973.141014,42.043, 0.065,1m004,lsc
NGC_1365,z,59974.115408,43.163, 0.065,1m005,lsc
NGC_1365,z,59974.116406,43.473, 0.065,1m005,lsc
NGC_1365,z,59975.078612,66.867, 0.102,1m009,lsc
NGC_1365,z,59975.079621,60.992, 0.093,1m009,lsc
NGC_1365,z,59976.063175,59.442, 0.093,1m009,lsc
NGC_1365,z,59976.064184,52.700, 0.082,1m009,lsc
NGC_1365,z,59977.481881,43.388, 0.073,1m011,coj
NGC_1365,z,59977.482879,42.576, 0.072,1m011,coj
NGC_1365,z,59978.158020,42.195, 0.071,1m004,lsc
NGC_1365,z,59978.159029,41.892, 0.070,1m004,lsc
NGC_1365,z,59979.518100,43.425, 0.070,1m003,coj
NGC_1365,z,59979.519098,43.486, 0.070,1m003,coj
NGC_1365,z,59980.490901,43.941, 0.070,1m003,coj
NGC_1365,z,59980.491910,43.718, 0.070,1m003,coj
NGC_1365,z,59981.539300,44.302, 0.077,1m003,coj
NGC_1365,z,59981.540332,41.574, 0.074,1m003,coj
NGC_1365,z,59983.097388,43.232, 0.068,1m004,lsc
NGC_1365,z,59983.098385,43.273, 0.068,1m004,lsc
NGC_1365,z,59984.140281,72.998, 0.118,1m009,lsc
NGC_1365,z,59984.141281,71.359, 0.116,1m009,lsc
NGC_1365,z,59985.122833,43.337, 0.067,1m005,lsc
NGC_1365,z,59985.123830,44.858, 0.068,1m005,lsc
NGC_1365,z,59985.855424,43.772, 0.062,1m013,cpt
NGC_1365,z,59985.856433,42.265, 0.061,1m013,cpt
NGC_1365,z,59987.092902,62.505, 0.098,1m009,lsc
NGC_1365,z,59987.093899,44.480, 0.070,1m009,lsc
NGC_1365,z,59987.797949,43.699, 0.063,1m010,cpt
NGC_1365,z,59987.798946,44.002, 0.063,1m010,cpt
NGC_1365,z,59989.518773,43.558, 0.074,1m003,coj
NGC_1365,z,59989.519782,44.146, 0.075,1m003,coj
NGC_1365,z,59990.113854,42.486, 0.065,1m004,lsc
NGC_1365,z,59990.114863,42.623, 0.066,1m004,lsc
NGC_1365,z,59991.515259,43.356, 0.075,1m011,coj
NGC_1365,z,59991.516282,43.173, 0.074,1m011,coj
NGC_1365,z,59994.495305,42.052, 0.072,1m003,coj
NGC_1365,z,59994.496315,44.024, 0.079,1m003,coj
NGC_1365,z,59995.112699,44.693, 0.066,1m005,lsc
NGC_1365,z,59995.113686,44.185, 0.066,1m005,lsc
NGC_1365,z,59996.794918,43.592, 0.061,1m010,cpt
NGC_1365,z,59996.795921,40.893, 0.060,1m010,cpt
NGC_1365,z,59997.798517,46.031, 0.073,1m012,cpt
NGC_1365,z,59997.799548,44.400, 0.071,1m012,cpt
NGC_1365,z,59998.834591,43.487, 0.061,1m013,cpt
NGC_1365,z,59998.835587,44.320, 0.063,1m013,cpt
NGC_1365,z,59999.825481,42.785, 0.062,1m013,cpt
NGC_1365,z,59999.826467,42.670, 0.062,1m013,cpt
NGC_1365,z,60000.805961,42.954, 0.071,1m012,cpt
NGC_1365,z,60000.806969,43.024, 0.072,1m012,cpt
NGC_1365,z,60001.473030,42.429, 0.073,1m011,coj
NGC_1365,z,60001.474039,43.393, 0.073,1m011,coj
NGC_1365,z,60003.046173,60.106, 0.091,1m009,lsc
NGC_1365,z,60003.047205,46.813, 0.071,1m009,lsc
NGC_1365,z,60003.791127,42.737, 0.064,1m010,cpt
NGC_1365,z,60003.792124,41.065, 0.063,1m010,cpt
NGC_1365,z,60004.781066,42.619, 0.086,1m013,cpt
NGC_1365,z,60004.782074,41.699, 0.083,1m013,cpt
NGC_1365,z,60006.066932,40.968, 0.067,1m005,lsc
NGC_1365,z,60006.067941,40.710, 0.067,1m005,lsc
NGC_1365,z,60008.048422,42.483, 0.065,1m005,lsc
NGC_1365,z,60008.049418,42.152, 0.064,1m005,lsc
NGC_1365,z,60009.070737,41.619, 0.065,1m005,lsc
NGC_1365,z,60009.071734,42.162, 0.066,1m005,lsc
NGC_1365,z,60010.037368,40.486, 0.066,1m004,lsc
NGC_1365,z,60010.038377,40.664, 0.066,1m004,lsc
NGC_1365,z,60011.409848,41.653, 0.072,1m011,coj
NGC_1365,z,60011.410856,41.727, 0.072,1m011,coj
NGC_1365,z,60012.452755,42.157, 0.074,1m011,coj
NGC_1365,z,60012.453763,40.650, 0.073,1m011,coj
NGC_1365,z,60012.781359,41.655, 0.061,1m013,cpt
NGC_1365,z,60012.782367,41.460, 0.060,1m013,cpt
NGC_1365,z,60015.399592,41.524, 0.073,1m003,coj
NGC_1365,z,60015.400658,42.014, 0.089,1m003,coj
NGC_1365,z,60016.804084,42.457, 0.071,1m012,cpt
NGC_1365,z,60016.805184,41.852, 0.070,1m012,cpt
NGC_1365,z,60018.414647,42.046, 0.073,1m011,coj
NGC_1365,z,60018.415657,42.093, 0.073,1m011,coj
NGC_1365,z,60019.417727,41.684, 0.072,1m011,coj
NGC_1365,z,60019.418736,41.500, 0.072,1m011,coj
NGC_1365,z,60021.776971,41.200, 0.097,1m010,cpt
NGC_1365,z,60021.778053,40.855, 0.097,1m010,cpt
NGC_1365,z,60024.772697,43.350, 0.073,1m012,cpt
NGC_1365,z,60024.773857,43.112, 0.072,1m012,cpt
NGC_1365,z,60025.780091,36.342, 1.091,1m010,cpt
NGC_1365,z,60027.014615,44.258, 0.071,1m005,lsc
NGC_1365,z,60027.015612,42.257, 0.069,1m005,lsc
NGC_1365,z,60028.021292,41.386, 0.067,1m004,lsc
NGC_1365,z,60028.022289,42.706, 0.067,1m004,lsc
NGC_1365,z,60029.015455,44.023, 0.071,1m009,lsc
NGC_1365,z,60029.016452,43.508, 0.071,1m009,lsc
NGC_1365,z,60030.022115,40.618, 0.069,1m004,lsc
NGC_1365,z,60030.023123,39.979, 0.068,1m004,lsc
NGC_1365,z,60030.996186,39.575, 0.069,1m004,lsc
NGC_1365,z,60030.997217,39.611, 0.068,1m004,lsc
NGC_1365,z,60032.014675,41.601, 0.066,1m005,lsc
NGC_1365,z,60032.015684,42.298, 0.066,1m005,lsc
NGC_1365,z,60033.011120,41.316, 0.066,1m004,lsc
NGC_1365,z,60033.012128,40.575, 0.064,1m004,lsc
NGC_1365,z,60033.993673,41.973, 0.069,1m005,lsc
NGC_1365,z,60033.994670,42.118, 0.068,1m005,lsc
NGC_1365,z,60035.007473,39.281, 0.064,1m004,lsc
NGC_1365,z,60035.008469,39.727, 0.063,1m004,lsc
NGC_1365,z,60036.004509,40.949, 0.068,1m009,lsc
NGC_1365,z,60036.005517,41.370, 0.069,1m009,lsc
NGC_1365,z,60037.992939,41.146, 0.108,1m004,lsc
NGC_1365,z,60037.993935,40.716, 0.111,1m004,lsc
NGC_1365,z,60039.378627,40.400, 0.075,1m011,coj
NGC_1365,z,60039.379660,39.824, 0.075,1m011,coj
NGC_1365,z,60040.382880,39.970, 0.077,1m003,coj
NGC_1365,z,60040.383889,39.107, 0.076,1m003,coj
NGC_1365,z,60040.734249,42.707, 0.081,1m012,cpt
NGC_1365,z,60040.735258,42.147, 0.080,1m012,cpt
