Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_6814,g,59850.221111, 5.361, 0.014,1m006,elp
NGC_6814,g,59850.221795, 5.364, 0.014,1m006,elp
NGC_6814,g,59850.739603, 5.293, 0.020,1m013,cpt
NGC_6814,g,59850.740252, 5.286, 0.020,1m013,cpt
NGC_6814,g,59850.839040, 5.369, 0.034,1m012,cpt
NGC_6814,g,59850.839689, 5.348, 0.038,1m012,cpt
NGC_6814,g,59851.086207, 5.316, 0.014,1m005,lsc
NGC_6814,g,59851.086856, 5.326, 0.014,1m005,lsc
NGC_6814,g,59851.173522, 5.282, 0.015,1m005,lsc
NGC_6814,g,59851.174171, 5.271, 0.015,1m005,lsc
NGC_6814,g,59851.830108, 5.166, 0.018,1m001,tfn
NGC_6814,g,59851.830758, 5.126, 0.018,1m001,tfn
NGC_6814,g,59851.962058, 5.216, 0.046,1m001,tfn
NGC_6814,g,59851.962705, 5.135, 0.049,1m001,tfn
NGC_6814,g,59852.057942, 5.120, 0.013,1m005,lsc
NGC_6814,g,59852.058591, 5.143, 0.013,1m005,lsc
NGC_6814,g,59852.387856, 5.011, 0.013,1m011,coj
NGC_6814,g,59852.388517, 5.010, 0.013,1m011,coj
NGC_6814,g,59852.737446, 5.039, 0.024,1m012,cpt
NGC_6814,g,59852.738095, 5.050, 0.024,1m012,cpt
NGC_6814,g,59852.759323, 5.068, 0.023,1m012,cpt
NGC_6814,g,59853.047909, 5.029, 0.014,1m005,lsc
NGC_6814,g,59853.048558, 5.059, 0.014,1m005,lsc
NGC_6814,g,59853.217684, 5.068, 0.014,1m006,elp
NGC_6814,g,59853.218371, 5.045, 0.014,1m006,elp
NGC_6814,g,59853.391338, 4.897, 0.014,1m003,coj
NGC_6814,g,59853.391999, 4.904, 0.014,1m003,coj
NGC_6814,g,59853.484720, 4.874, 0.015,1m003,coj
NGC_6814,g,59853.485370, 4.844, 0.015,1m003,coj
NGC_6814,g,59853.755689, 4.866, 0.025,1m012,cpt
NGC_6814,g,59853.756338, 4.871, 0.025,1m012,cpt
NGC_6814,g,59853.849594, 4.848, 0.022,1m013,cpt
NGC_6814,g,59853.850278, 4.825, 0.022,1m013,cpt
NGC_6814,g,59854.012674, 4.800, 0.014,1m005,lsc
NGC_6814,g,59854.013324, 4.792, 0.014,1m005,lsc
NGC_6814,g,59854.216057, 4.751, 0.014,1m008,elp
NGC_6814,g,59854.216706, 4.785, 0.014,1m008,elp
NGC_6814,g,59854.385481, 4.598, 0.015,1m011,coj
NGC_6814,g,59854.386130, 4.615, 0.015,1m011,coj
NGC_6814,g,59854.554371, 4.514, 0.019,1m011,coj
NGC_6814,g,59854.555020, 4.515, 0.019,1m011,coj
NGC_6814,g,59854.756349, 4.586, 0.024,1m010,cpt
NGC_6814,g,59854.756998, 4.598, 0.024,1m010,cpt
NGC_6814,g,59855.049614, 7.606, 0.028,1m009,lsc
NGC_6814,g,59855.050263, 7.432, 0.027,1m009,lsc
NGC_6814,g,59855.096012, 4.606, 0.019,1m004,lsc
NGC_6814,g,59855.096655, 4.579, 0.019,1m004,lsc
NGC_6814,g,59857.069044, 4.700, 0.029,1m004,lsc
NGC_6814,g,59857.069693, 4.704, 0.029,1m004,lsc
NGC_6814,g,59857.743092, 5.096, 0.198,1m013,cpt
NGC_6814,g,59857.743741, 4.984, 0.147,1m013,cpt
NGC_6814,g,59857.847260, 4.871, 0.047,1m010,cpt
NGC_6814,g,59857.847921, 3.380, 0.049,1m010,cpt
NGC_6814,g,59858.076445, 4.781, 0.027,1m009,lsc
NGC_6814,g,59858.077083, 4.811, 0.027,1m009,lsc
NGC_6814,g,59858.132138, 4.836, 0.027,1m005,lsc
NGC_6814,g,59858.132799, 4.857, 0.027,1m005,lsc
NGC_6814,g,59858.968037, 4.406, 0.122,1m001,tfn
NGC_6814,g,59858.968686, 4.565, 0.134,1m001,tfn
NGC_6814,g,59859.100733, 5.035, 0.031,1m004,lsc
NGC_6814,g,59859.101384, 5.041, 0.031,1m004,lsc
NGC_6814,g,59859.740942, 4.907, 0.030,1m013,cpt
NGC_6814,g,59859.741591, 4.908, 0.030,1m013,cpt
NGC_6814,g,59859.815893, 4.897, 0.034,1m013,cpt
NGC_6814,g,59859.816544, 4.857, 0.035,1m013,cpt
NGC_6814,g,59859.929356, 4.880, 0.032,1m001,tfn
NGC_6814,g,59859.930005, 4.844, 0.032,1m001,tfn
NGC_6814,g,59860.815466, 5.391, 0.054,1m010,cpt
NGC_6814,g,59860.816138, 7.920, 0.062,1m010,cpt
NGC_6814,g,59860.947620, 4.611, 0.067,1m014,tfn
NGC_6814,g,59860.948280, 4.773, 0.063,1m014,tfn
NGC_6814,g,59861.099350, 4.768, 0.022,1m005,lsc
NGC_6814,g,59861.099999, 4.810, 0.022,1m005,lsc
NGC_6814,g,59861.471352, 4.666, 0.022,1m011,coj
NGC_6814,g,59861.472013, 4.708, 0.023,1m011,coj
NGC_6814,g,59862.059053, 4.857, 0.021,1m005,lsc
NGC_6814,g,59862.059702, 4.900, 0.021,1m005,lsc
NGC_6814,g,59862.143811, 4.871, 0.031,1m005,lsc
NGC_6814,g,59862.144460, 4.809, 0.031,1m005,lsc
NGC_6814,g,59862.443873, 4.791, 0.018,1m003,coj
NGC_6814,g,59862.444533, 4.803, 0.018,1m003,coj
NGC_6814,g,59862.471317, 4.802, 0.020,1m011,coj
NGC_6814,g,59862.471966, 4.798, 0.020,1m011,coj
NGC_6814,g,59862.821581, 4.986, 0.018,1m001,tfn
NGC_6814,g,59862.822230, 4.951, 0.018,1m001,tfn
NGC_6814,g,59862.954564, 4.939, 0.025,1m014,tfn
NGC_6814,g,59862.955214, 4.941, 0.025,1m014,tfn
NGC_6814,g,59863.115476, 4.869, 0.027,1m004,lsc
NGC_6814,g,59863.116125, 4.845, 0.027,1m004,lsc
NGC_6814,g,59863.493151, 4.778, 0.024,1m003,coj
NGC_6814,g,59863.493812, 4.798, 0.024,1m003,coj
NGC_6814,g,59864.050514, 4.750, 0.014,1m005,lsc
NGC_6814,g,59864.051163, 4.797, 0.014,1m005,lsc
NGC_6814,g,59864.191121, 4.732, 0.019,1m006,elp
NGC_6814,g,59864.191770, 4.774, 0.019,1m006,elp
NGC_6814,g,59864.531473, 4.752, 0.024,1m011,coj
NGC_6814,g,59864.532123, 4.688, 0.024,1m011,coj
NGC_6814,g,59864.996165, 4.754, 0.013,1m005,lsc
NGC_6814,g,59864.996815, 4.784, 0.013,1m005,lsc
NGC_6814,g,59865.744286, 4.822, 0.023,1m013,cpt
NGC_6814,g,59865.744935, 4.836, 0.023,1m013,cpt
NGC_6814,g,59865.821982, 4.823, 0.024,1m010,cpt
NGC_6814,g,59865.822631, 4.782, 0.024,1m010,cpt
NGC_6814,g,59866.070495, 4.776, 0.016,1m004,lsc
NGC_6814,g,59866.071144, 4.800, 0.016,1m004,lsc
NGC_6814,g,59866.141374, 4.872, 0.014,1m006,elp
NGC_6814,g,59866.142023, 4.863, 0.014,1m006,elp
NGC_6814,g,59866.452246, 4.839, 0.013,1m003,coj
NGC_6814,g,59866.452896, 4.846, 0.013,1m003,coj
NGC_6814,g,59866.471482, 4.855, 0.013,1m011,coj
NGC_6814,g,59866.472131, 4.844, 0.013,1m011,coj
NGC_6814,g,59866.824635, 5.072, 0.034,1m013,cpt
NGC_6814,g,59866.825272, 4.957, 0.032,1m013,cpt
NGC_6814,g,59866.850418, 5.179, 0.040,1m013,cpt
NGC_6814,g,59866.851056, 5.097, 0.039,1m013,cpt
NGC_6814,g,59867.119994, 4.966, 0.018,1m004,lsc
NGC_6814,g,59867.120643, 4.958, 0.018,1m004,lsc
NGC_6814,g,59867.512235, 5.094, 0.017,1m003,coj
NGC_6814,g,59867.512884, 5.252, 0.020,1m003,coj
NGC_6814,g,59868.036620, 5.082, 0.013,1m005,lsc
NGC_6814,g,59868.037258, 5.057, 0.013,1m005,lsc
NGC_6814,g,59868.451154, 4.884, 0.014,1m003,coj
NGC_6814,g,59868.451815, 4.940, 0.015,1m003,coj
NGC_6814,g,59868.944140, 5.223, 0.018,1m001,tfn
NGC_6814,g,59868.944778, 5.129, 0.017,1m001,tfn
NGC_6814,g,59869.034199, 5.073, 0.013,1m005,lsc
NGC_6814,g,59869.034848, 5.058, 0.013,1m005,lsc
NGC_6814,g,59869.866316, 4.879, 0.024,1m010,cpt
NGC_6814,g,59869.866988, 4.892, 0.025,1m010,cpt
NGC_6814,g,59869.998896, 4.880, 0.014,1m005,lsc
NGC_6814,g,59869.999545, 4.891, 0.013,1m005,lsc
NGC_6814,g,59870.826418, 5.065, 0.021,1m001,tfn
NGC_6814,g,59870.827067, 5.037, 0.021,1m001,tfn
NGC_6814,g,59870.861262, 5.027, 0.029,1m013,cpt
NGC_6814,g,59870.861912, 4.921, 0.029,1m013,cpt
NGC_6814,g,59871.096361, 4.932, 0.014,1m005,lsc
NGC_6814,g,59871.097010, 4.936, 0.014,1m005,lsc
NGC_6814,g,59871.867827, 4.877, 0.037,1m012,cpt
NGC_6814,g,59871.868488, 4.856, 0.036,1m012,cpt
NGC_6814,g,59872.083310, 4.908, 0.022,1m006,elp
NGC_6814,g,59872.083959, 4.794, 0.049,1m006,elp
NGC_6814,g,59872.769877, 4.844, 0.025,1m012,cpt
NGC_6814,g,59872.770526, 4.783, 0.025,1m012,cpt
NGC_6814,g,59872.920840, 4.844, 0.015,1m014,tfn
NGC_6814,g,59872.921490, 4.825, 0.015,1m014,tfn
NGC_6814,g,59873.154754, 4.944, 0.013,1m006,elp
NGC_6814,g,59873.155404, 4.972, 0.013,1m006,elp
NGC_6814,g,59873.844892, 4.937, 0.025,1m010,cpt
NGC_6814,g,59873.845541, 4.995, 0.025,1m010,cpt
NGC_6814,g,59874.072903, 5.000, 0.013,1m006,elp
NGC_6814,g,59874.073552, 4.977, 0.013,1m006,elp
NGC_6814,g,59874.132010, 4.953, 0.014,1m006,elp
NGC_6814,g,59874.132647, 4.994, 0.014,1m006,elp
NGC_6814,g,59874.822941, 4.812, 0.051,1m010,cpt
NGC_6814,g,59874.823591, 4.700, 0.051,1m010,cpt
NGC_6814,g,59874.906013, 4.700, 0.020,1m014,tfn
NGC_6814,g,59874.906662, 4.684, 0.021,1m014,tfn
NGC_6814,g,59875.067954, 4.667, 0.013,1m008,elp
NGC_6814,g,59875.068604, 4.688, 0.013,1m008,elp
NGC_6814,g,59875.846380, 4.414, 0.034,1m012,cpt
NGC_6814,g,59875.847041, 4.428, 0.053,1m012,cpt
NGC_6814,g,59876.078660, 4.554, 0.013,1m006,elp
NGC_6814,g,59876.079321, 4.492, 0.013,1m006,elp
NGC_6814,g,59876.435711, 4.578, 0.034,1m011,coj
NGC_6814,g,59876.436360, 4.537, 0.014,1m011,coj
NGC_6814,g,59876.842717, 4.725, 0.032,1m012,cpt
NGC_6814,g,59876.843355, 4.691, 0.042,1m012,cpt
NGC_6814,g,59877.054182, 8.916, 0.031,1m008,elp
NGC_6814,g,59877.054831, 6.830, 0.023,1m008,elp
NGC_6814,g,59877.838939, 4.876, 0.032,1m010,cpt
NGC_6814,g,59877.839577, 4.806, 0.027,1m010,cpt
NGC_6814,g,59878.394518, 4.666, 0.014,1m011,coj
NGC_6814,g,59878.395179, 4.638, 0.013,1m011,coj
NGC_6814,g,59878.485776, 4.615, 0.015,1m011,coj
NGC_6814,g,59878.486437, 4.640, 0.015,1m011,coj
NGC_6814,g,59878.752580, 4.661, 0.022,1m013,cpt
NGC_6814,g,59878.753229, 4.737, 0.022,1m013,cpt
NGC_6814,g,59878.843376, 4.669, 0.024,1m013,cpt
NGC_6814,g,59878.844014, 4.722, 0.024,1m013,cpt
NGC_6814,g,59879.146088, 4.848, 0.013,1m006,elp
NGC_6814,g,59879.146726, 4.876, 0.013,1m006,elp
NGC_6814,g,59879.477939, 4.738, 0.014,1m011,coj
NGC_6814,g,59879.478588, 4.720, 0.014,1m011,coj
NGC_6814,g,59879.781188, 4.801, 0.024,1m012,cpt
NGC_6814,g,59879.781849, 4.837, 0.024,1m012,cpt
NGC_6814,g,59879.823141, 4.817, 0.027,1m012,cpt
NGC_6814,g,59879.823791, 4.854, 0.026,1m012,cpt
NGC_6814,g,59880.099195, 4.874, 0.014,1m006,elp
NGC_6814,g,59880.099844, 4.882, 0.014,1m006,elp
NGC_6814,g,59880.808098, 4.835, 0.022,1m013,cpt
NGC_6814,g,59880.808735, 4.901, 0.022,1m013,cpt
NGC_6814,g,59881.099727, 4.884, 0.014,1m006,elp
NGC_6814,g,59881.100376, 4.880, 0.014,1m006,elp
NGC_6814,g,59881.409951, 4.801, 0.014,1m011,coj
NGC_6814,g,59881.410600, 4.844, 0.014,1m011,coj
NGC_6814,g,59885.092239, 4.777, 0.016,1m006,elp
NGC_6814,g,59885.092888, 4.754, 0.016,1m006,elp
NGC_6814,g,59886.113319, 4.717, 0.018,1m006,elp
NGC_6814,g,59886.113968, 4.703, 0.018,1m006,elp
NGC_6814,g,59886.882303, 4.569, 0.020,1m014,tfn
NGC_6814,g,59886.882952, 4.616, 0.020,1m014,tfn
NGC_6814,g,59887.121491, 4.735, 0.022,1m006,elp
NGC_6814,g,59887.122143, 4.788, 0.023,1m006,elp
NGC_6814,g,59887.408469, 4.486, 0.019,1m011,coj
NGC_6814,g,59887.409118, 4.448, 0.019,1m011,coj
NGC_6814,g,59887.869581, 4.573, 0.020,1m014,tfn
NGC_6814,g,59887.870230, 4.584, 0.020,1m014,tfn
NGC_6814,g,59887.887398, 4.551, 0.021,1m014,tfn
NGC_6814,g,59887.888047, 4.566, 0.022,1m014,tfn
NGC_6814,g,59888.124737, 5.155, 0.029,1m008,elp
NGC_6814,g,59888.125386, 4.956, 0.027,1m008,elp
NGC_6814,g,59888.401268, 4.534, 0.019,1m011,coj
NGC_6814,g,59888.401917, 4.535, 0.019,1m011,coj
NGC_6814,g,59889.067769, 4.665, 0.022,1m004,lsc
NGC_6814,g,59889.068419, 4.679, 0.022,1m004,lsc
NGC_6814,g,59889.815105, 4.707, 0.024,1m014,tfn
NGC_6814,g,59889.815754, 4.714, 0.026,1m014,tfn
NGC_6814,g,59890.033170, 4.784, 0.039,1m009,lsc
NGC_6814,g,59890.033820, 4.812, 0.036,1m009,lsc
NGC_6814,g,59890.096921, 4.716, 0.020,1m008,elp
NGC_6814,g,59890.097558, 4.765, 0.020,1m008,elp
NGC_6814,g,59890.881875, 4.738, 0.030,1m014,tfn
NGC_6814,g,59890.882524, 4.738, 0.030,1m014,tfn
NGC_6814,g,59891.118262, 4.703, 0.029,1m008,elp
NGC_6814,g,59891.118923, 4.748, 0.030,1m008,elp
NGC_6814,g,59891.859945, 4.545, 0.027,1m014,tfn
NGC_6814,g,59891.860594, 4.548, 0.027,1m014,tfn
NGC_6814,g,59892.040726, 5.255, 0.052,1m009,lsc
NGC_6814,g,59892.041363, 4.960, 0.041,1m009,lsc
NGC_6814,g,59892.409769, 4.439, 0.017,1m003,coj
NGC_6814,g,59892.410419, 4.429, 0.017,1m003,coj
NGC_6814,g,59892.452251, 4.407, 0.027,1m003,coj
NGC_6814,g,59892.452912, 4.402, 0.029,1m003,coj
NGC_6814,g,59892.762561, 4.358, 0.024,1m013,cpt
NGC_6814,g,59892.763211, 4.382, 0.024,1m013,cpt
NGC_6814,g,59892.882011, 4.452, 0.025,1m014,tfn
NGC_6814,g,59892.882672, 4.341, 0.025,1m014,tfn
NGC_6814,g,59893.050520, 4.390, 0.017,1m009,lsc
NGC_6814,g,59893.051170, 4.373, 0.017,1m009,lsc
NGC_6814,g,59893.428965, 4.410, 0.027,1m003,coj
NGC_6814,g,59893.429615, 4.374, 0.033,1m003,coj
NGC_6814,g,59893.806756, 4.476, 0.027,1m013,cpt
NGC_6814,g,59893.807405, 4.434, 0.026,1m013,cpt
NGC_6814,g,59894.031291, 4.342, 0.012,1m005,lsc
NGC_6814,g,59894.031940, 4.359, 0.012,1m005,lsc
NGC_6814,g,59896.107865, 4.427, 0.016,1m006,elp
NGC_6814,g,59896.108514, 4.689, 0.018,1m006,elp
NGC_6814,g,59897.031045, 4.496, 0.013,1m009,lsc
NGC_6814,g,59897.031707, 4.490, 0.013,1m009,lsc
NGC_6814,g,59897.766668, 4.566, 0.028,1m012,cpt
NGC_6814,g,59897.767340, 4.587, 0.028,1m012,cpt
NGC_6814,g,59898.038467, 4.606, 0.013,1m009,lsc
NGC_6814,g,59898.039117, 4.631, 0.013,1m009,lsc
NGC_6814,g,59898.408444, 4.499, 0.016,1m003,coj
NGC_6814,g,59898.409105, 4.489, 0.016,1m003,coj
NGC_6814,g,59898.829154, 4.511, 0.015,1m014,tfn
NGC_6814,g,59898.829803, 4.465, 0.015,1m014,tfn
NGC_6814,g,59899.828046, 4.632, 0.015,1m014,tfn
NGC_6814,g,59899.828695, 4.598, 0.015,1m014,tfn
NGC_6814,g,59900.041037, 4.604, 0.013,1m005,lsc
NGC_6814,g,59900.041686, 4.624, 0.013,1m005,lsc
NGC_6814,g,59900.409804, 4.517, 0.016,1m011,coj
NGC_6814,g,59900.410465, 4.545, 0.015,1m011,coj
NGC_6814,g,59900.430694, 4.633, 0.016,1m003,coj
NGC_6814,g,59900.431343, 4.665, 0.016,1m003,coj
NGC_6814,g,59900.826132, 4.665, 0.015,1m014,tfn
NGC_6814,g,59900.826781, 4.669, 0.015,1m014,tfn
NGC_6814,g,59901.069254, 4.726, 0.014,1m008,elp
NGC_6814,g,59901.069903, 4.737, 0.014,1m008,elp
NGC_6814,g,59901.421562, 4.616, 0.014,1m003,coj
NGC_6814,g,59901.422224, 4.597, 0.014,1m003,coj
NGC_6814,g,59901.826721, 4.912, 0.053,1m001,tfn
NGC_6814,g,59901.827382, 4.793, 0.057,1m001,tfn
NGC_6814,g,59902.032137, 4.688, 0.015,1m004,lsc
NGC_6814,g,59902.032776, 4.649, 0.015,1m004,lsc
NGC_6814,g,59903.034579, 4.761, 0.014,1m009,lsc
NGC_6814,g,59903.035228, 4.754, 0.014,1m009,lsc
NGC_6814,g,59903.411956, 4.718, 0.017,1m011,coj
NGC_6814,g,59903.412605, 4.692, 0.016,1m011,coj
NGC_6814,g,59903.825217, 4.733, 0.049,1m001,tfn
NGC_6814,g,59903.825867, 4.706, 0.047,1m001,tfn
NGC_6814,g,59904.028096, 4.620, 0.014,1m009,lsc
NGC_6814,g,59904.028734, 4.604, 0.014,1m009,lsc
NGC_6814,g,59904.845537, 4.505, 0.015,1m001,tfn
NGC_6814,g,59904.846200, 4.508, 0.016,1m001,tfn
NGC_6814,g,59905.027967, 4.427, 0.014,1m005,lsc
NGC_6814,g,59905.028616, 4.483, 0.014,1m005,lsc
NGC_6814,g,59905.842347, 4.657, 0.016,1m001,tfn
NGC_6814,g,59905.842997, 4.675, 0.016,1m001,tfn
NGC_6814,g,59906.022401, 4.575, 0.016,1m005,lsc
NGC_6814,g,59906.023051, 4.609, 0.016,1m005,lsc
NGC_6814,g,59906.808283, 4.676, 0.017,1m014,tfn
NGC_6814,g,59906.808933, 4.633, 0.016,1m014,tfn
NGC_6814,g,59907.805534, 4.775, 0.016,1m014,tfn
NGC_6814,g,59907.806183, 4.746, 0.016,1m014,tfn
NGC_6814,g,59908.023856, 4.813, 0.018,1m009,lsc
NGC_6814,g,59908.024505, 4.784, 0.018,1m009,lsc
NGC_6814,g,59908.818691, 4.860, 0.016,1m014,tfn
NGC_6814,g,59908.819340, 4.816, 0.016,1m014,tfn
NGC_6814,g,59911.821440, 4.818, 0.018,1m001,tfn
NGC_6814,g,59911.822101, 4.766, 0.018,1m001,tfn
NGC_6814,g,59913.053042, 5.132, 0.017,1m006,elp
NGC_6814,g,59913.053691, 5.111, 0.017,1m006,elp
NGC_6814,g,59913.815723, 5.006, 0.124,1m001,tfn
NGC_6814,g,59913.816372, 4.749, 0.138,1m001,tfn
NGC_6814,g,59914.051079, 5.004, 0.018,1m006,elp
NGC_6814,g,59914.051729, 4.970, 0.018,1m006,elp
NGC_6814,g,59915.050862, 5.551, 0.023,1m008,elp
NGC_6814,g,59915.051534, 5.559, 0.024,1m008,elp
NGC_6814,g,59916.050928, 5.249, 0.028,1m008,elp
NGC_6814,g,59916.051589, 5.183, 0.031,1m008,elp
NGC_6814,g,60004.393898, 4.429, 0.017,1m004,lsc
NGC_6814,g,60004.394537, 4.494, 0.017,1m004,lsc
NGC_6814,g,60005.137736, 4.696, 0.019,1m012,cpt
NGC_6814,g,60005.138385, 4.715, 0.020,1m012,cpt
NGC_6814,g,60005.396058, 4.584, 0.018,1m004,lsc
NGC_6814,g,60005.396696, 4.634, 0.018,1m004,lsc
NGC_6814,g,60005.779425, 4.643, 0.018,1m003,coj
NGC_6814,g,60005.780097, 4.694, 0.018,1m003,coj
NGC_6814,g,60006.135030, 4.895, 0.017,1m013,cpt
NGC_6814,g,60006.135679, 4.890, 0.018,1m013,cpt
NGC_6814,g,60006.394591, 4.965, 0.016,1m009,lsc
NGC_6814,g,60006.395240, 4.948, 0.017,1m009,lsc
NGC_6814,g,60007.393747, 5.027, 0.015,1m005,lsc
NGC_6814,g,60007.394407, 5.056, 0.015,1m005,lsc
NGC_6814,g,60008.782704, 5.110, 0.019,1m003,coj
NGC_6814,g,60008.783389, 5.147, 0.019,1m003,coj
NGC_6814,g,60009.264878, 5.137, 0.041,1m001,tfn
NGC_6814,g,60009.265539, 5.065, 0.053,1m001,tfn
NGC_6814,g,60009.380346, 5.130, 0.021,1m005,lsc
NGC_6814,g,60009.380997, 5.160, 0.021,1m005,lsc
NGC_6814,g,60009.768726, 4.988, 0.039,1m003,coj
NGC_6814,g,60009.769411, 5.089, 0.035,1m003,coj
NGC_6814,g,60010.264153, 5.039, 0.031,1m001,tfn
NGC_6814,g,60010.264802, 5.030, 0.031,1m001,tfn
NGC_6814,g,60010.780994, 4.990, 0.027,1m003,coj
NGC_6814,g,60010.781655, 4.971, 0.053,1m003,coj
NGC_6814,g,60011.264149, 5.080, 0.029,1m014,tfn
NGC_6814,g,60011.264798, 5.065, 0.029,1m014,tfn
NGC_6814,g,60011.382981, 5.115, 0.023,1m005,lsc
NGC_6814,g,60011.383641, 5.063, 0.023,1m005,lsc
NGC_6814,g,60011.783387, 5.157, 0.029,1m011,coj
NGC_6814,g,60011.784060, 5.312, 0.032,1m011,coj
NGC_6814,g,60012.118569, 5.024, 0.025,1m010,cpt
NGC_6814,g,60012.119218, 4.984, 0.024,1m010,cpt
NGC_6814,g,60012.371987, 4.899, 0.023,1m005,lsc
NGC_6814,g,60012.372636, 4.911, 0.023,1m005,lsc
NGC_6814,g,60012.502945, 4.997, 0.030,1m006,elp
NGC_6814,g,60012.503582, 4.926, 0.031,1m006,elp
NGC_6814,g,60012.767242, 4.709, 0.023,1m011,coj
NGC_6814,g,60012.767915, 4.734, 0.022,1m011,coj
NGC_6814,g,60013.115794, 4.719, 0.023,1m010,cpt
NGC_6814,g,60013.116443, 4.754, 0.023,1m010,cpt
NGC_6814,g,60013.137203, 4.782, 0.021,1m010,cpt
NGC_6814,g,60013.137853, 4.794, 0.021,1m010,cpt
NGC_6814,g,60014.113155, 4.873, 0.022,1m010,cpt
NGC_6814,g,60014.113804, 4.926, 0.022,1m010,cpt
NGC_6814,g,60014.366600, 4.864, 0.023,1m004,lsc
NGC_6814,g,60014.367249, 4.885, 0.023,1m004,lsc
NGC_6814,g,60015.248493, 4.994, 0.023,1m001,tfn
NGC_6814,g,60015.249143, 4.959, 0.022,1m001,tfn
NGC_6814,g,60015.364159, 4.916, 0.021,1m009,lsc
NGC_6814,g,60015.364808, 4.905, 0.021,1m009,lsc
NGC_6814,g,60016.118053, 4.992, 0.020,1m010,cpt
NGC_6814,g,60016.119027, 4.968, 0.020,1m010,cpt
NGC_6814,g,60016.136251, 4.975, 0.018,1m012,cpt
NGC_6814,g,60016.137056, 5.008, 0.018,1m012,cpt
NGC_6814,g,60016.361426, 4.927, 0.020,1m009,lsc
NGC_6814,g,60016.362076, 4.919, 0.020,1m009,lsc
NGC_6814,g,60016.492054, 5.037, 0.019,1m008,elp
NGC_6814,g,60016.492703, 5.037, 0.019,1m008,elp
NGC_6814,g,60017.105047, 4.884, 0.044,1m010,cpt
NGC_6814,g,60017.105700, 4.690, 0.041,1m010,cpt
NGC_6814,g,60017.134449, 4.932, 0.028,1m010,cpt
NGC_6814,g,60017.135100, 4.936, 0.025,1m010,cpt
NGC_6814,g,60017.358655, 4.977, 0.020,1m009,lsc
NGC_6814,g,60017.359305, 5.638, 0.032,1m009,lsc
NGC_6814,g,60017.790984, 4.806, 0.019,1m003,coj
NGC_6814,g,60017.791656, 4.856, 0.020,1m003,coj
NGC_6814,g,60018.102892, 4.982, 0.022,1m013,cpt
NGC_6814,g,60018.103543, 5.014, 0.022,1m013,cpt
NGC_6814,g,60018.355903, 4.980, 0.019,1m005,lsc
NGC_6814,g,60018.356564, 4.936, 0.018,1m005,lsc
NGC_6814,g,60018.498610, 4.975, 0.018,1m006,elp
NGC_6814,g,60018.499248, 4.961, 0.018,1m006,elp
NGC_6814,g,60018.743982, 4.951, 0.020,1m011,coj
NGC_6814,g,60018.744632, 4.917, 0.020,1m011,coj
NGC_6814,g,60018.779520, 4.924, 0.017,1m011,coj
NGC_6814,g,60018.780181, 4.945, 0.017,1m011,coj
NGC_6814,g,60018.782560, 4.931, 0.017,1m003,coj
NGC_6814,g,60018.783259, 4.939, 0.017,1m003,coj
NGC_6814,g,60019.399852, 5.041, 0.017,1m004,lsc
NGC_6814,g,60019.400502, 5.066, 0.017,1m004,lsc
NGC_6814,g,60021.137228, 5.248, 0.015,1m013,cpt
NGC_6814,g,60021.137877, 5.276, 0.015,1m013,cpt
NGC_6814,g,60021.398520, 5.201, 0.014,1m009,lsc
NGC_6814,g,60021.399169, 5.238, 0.014,1m009,lsc
NGC_6814,g,60022.395048, 5.302, 0.014,1m009,lsc
NGC_6814,g,60022.395697, 5.282, 0.014,1m009,lsc
NGC_6814,g,60023.088996, 5.109, 0.017,1m010,cpt
NGC_6814,g,60023.089819, 5.149, 0.017,1m010,cpt
NGC_6814,g,60023.342265, 5.142, 0.014,1m005,lsc
NGC_6814,g,60023.342914, 5.146, 0.014,1m005,lsc
NGC_6814,g,60024.223992, 5.026, 0.019,1m014,tfn
NGC_6814,g,60024.224641, 5.015, 0.018,1m014,tfn
NGC_6814,g,60024.397796, 5.058, 0.013,1m005,lsc
NGC_6814,g,60024.398445, 5.031, 0.013,1m005,lsc
NGC_6814,g,60025.083573, 5.294, 0.018,1m010,cpt
NGC_6814,g,60025.084326, 5.152, 0.016,1m010,cpt
NGC_6814,g,60025.340649, 5.248, 0.016,1m004,lsc
NGC_6814,g,60025.341309, 5.246, 0.016,1m004,lsc
NGC_6814,g,60026.381887, 5.278, 0.014,1m009,lsc
NGC_6814,g,60026.382537, 5.317, 0.014,1m009,lsc
NGC_6814,g,60027.351080, 5.336, 0.014,1m009,lsc
NGC_6814,g,60027.351730, 5.313, 0.014,1m009,lsc
NGC_6814,g,60027.461930, 5.426, 0.017,1m008,elp
NGC_6814,g,60027.462579, 5.441, 0.016,1m008,elp
NGC_6814,g,60028.366495, 5.432, 0.014,1m009,lsc
NGC_6814,g,60028.367145, 5.430, 0.014,1m009,lsc
NGC_6814,g,60028.491675, 5.603, 0.017,1m006,elp
NGC_6814,g,60028.492313, 5.837, 0.020,1m006,elp
NGC_6814,g,60029.374744, 5.203, 0.015,1m004,lsc
NGC_6814,g,60029.375393, 5.225, 0.015,1m004,lsc
NGC_6814,g,60029.482882, 5.322, 0.014,1m006,elp
NGC_6814,g,60029.483531, 5.304, 0.014,1m006,elp
NGC_6814,g,60030.332393, 5.361, 0.015,1m009,lsc
NGC_6814,g,60030.333042, 5.379, 0.015,1m009,lsc
